"","Возраст","Пол","Напиток"
"2590",52.5,1,"Пиво"
"2591",52.5,1,"Коньяк или виски"
"2592",30.5,1,"Пиво"
"2593",30.5,1,"Коньяк или виски"
"2594",42,1,"Пиво"
"2595",42,1,"Коньяк или виски"
"2596",42,1,"Водка"
"2597",42.5,2,"Пиво"
"2598",61.5,2,"Коньяк или виски"
"2599",66.5,1,"Водка"
"2600",38,1,"Пиво"
"2601",38,1,"Водка"
"2602",38,1,"Самогон"
"2603",46.5,1,"Пиво"
"2604",46.5,1,"Водка"
"2605",85,2,"Водка"
"2606",85,2,"Самогон"
"2607",40,1,"Пиво"
"2608",40,1,"Водка"
"2609",50,2,"Пиво"
"2610",55.5,1,"Пиво"
"2611",55.5,1,"Водка"
"2612",58,2,"Пиво"
"2613",51,1,"Пиво"
"2614",51,1,"Водка"
"2615",35,1,"Пиво"
"2616",35,1,"Коньяк или виски"
"2617",57,1,"Водка"
"2618",38.5,2,"Пиво"
"2619",46.5,2,"Пиво"
"2620",45.5,1,"Пиво"
"2621",45.5,1,"Коньяк или виски"
"2622",72.5,1,"Пиво"
"2623",72.5,1,"Водка"
"2624",72.5,1,"Вино"
"2625",43,2,"Пиво"
"2626",58,2,"Водка"
"2627",64.5,1,"Пиво"
"2628",64.5,1,"Самогон"
"2629",56.5,2,"Пиво"
"2630",56.5,2,"Самогон"
"2631",65.5,2,"Вино"
"2632",68,1,"Вино"
"2633",40.5,2,"Пиво"
"2634",47,1,"Пиво"
"2635",47,1,"Водка"
"2636",47,1,"Самогон"
"2637",68,1,"Пиво"
"2638",68,1,"Водка"
"2639",41,1,"Самогон"
"2640",44,1,"Водка"
"2641",33.5,1,"Пиво"
"2642",56,2,"Водка"
"2643",36,2,"Пиво"
"2644",50.5,2,"Коньяк или виски"
"2645",20,1,"Коктейли"
"2646",20,1,"Мартини или вермут"
"2647",38.5,1,"Пиво"
"2648",37.5,2,"Мартини или вермут"
"2649",37,1,"Мартини или вермут"
"2650",48,1,"Пиво"
"2651",48,1,"Коньяк или виски"
"2652",48,1,"Водка"
"2653",48,1,"Мартини или вермут"
"2654",81,1,"Водка"
"2655",38,1,"Коньяк или виски"
"2656",37,1,"Водка"
"2657",42,1,"Пиво"
"2658",86.5,2,"Пиво"
"2659",86.5,2,"Коньяк или виски"
"2660",58.5,1,"Пиво"
"2661",48,1,"Пиво"
"2662",35,1,"Пиво"
"2663",41,1,"Пиво"
"2664",41,1,"Водка"
"2665",44,2,"Вино"
"2666",37.5,1,"Пиво"
"2667",37.5,1,"Коньяк или виски"
"2668",28,1,"Пиво"
"2669",28,1,"Водка"
"2670",38.5,1,"Пиво"
"2671",38.5,1,"Коньяк или виски"
"2672",63.5,1,"Пиво"
"2673",63.5,1,"Вино"
"2674",41.5,1,"Пиво"
"2675",41.5,1,"Мартини или вермут"
"2676",53,1,"Пиво"
"2677",53,1,"Коньяк или виски"
"2678",45.5,1,"Коньяк или виски"
"2679",61.5,1,"Пиво"
"2680",61.5,1,"Водка"
"2681",42,2,"Пиво"
"2682",42,2,"Коньяк или виски"
"2683",42,2,"Водка"
"2684",44,1,"Пиво"
"2685",44,1,"Водка"
"2686",38,2,"Пиво"
"2687",39.5,1,"Коктейли"
"2688",39.5,1,"Пиво"
"2689",39.5,1,"Водка"
"2690",53.5,1,"Пиво"
"2691",47.5,1,"Пиво"
"2692",36,2,"Пиво"
"2693",36,2,"Коньяк или виски"
"2694",63.5,1,"Вино"
"2695",59.5,2,"Вино"
"2696",36.5,1,"Пиво"
"2697",67,2,"Пиво"
"2698",35,1,"Пиво"
"2699",35,1,"Коньяк или виски"
"2700",35,1,"Водка"
"2701",50,1,"Пиво"
"2702",50,1,"Водка"
"2703",80.5,2,"Пиво"
"2704",80.5,2,"Водка"
"2705",80.5,2,"Мартини или вермут"
"2706",43,1,"Коньяк или виски"
"2707",35.5,1,"Пиво"
"2708",60,1,"Пиво"
"2709",28,1,"Пиво"
"2710",28,1,"Коньяк или виски"
"2711",28,1,"Водка"
"2712",57.5,2,"Вино"
"2713",43.5,1,"Пиво"
"2714",22,2,"Пиво"
"2715",22,2,"Вино"
"2716",19.5,1,"Пиво"
"2717",19.5,1,"Коньяк или виски"
"2718",19.5,1,"Вино"
"2719",38,2,"Пиво"
"2720",36.5,2,"Пиво"
"2721",37.5,1,"Пиво"
"2722",38,2,"Пиво"
"2723",46.5,1,"Пиво"
"2724",46.5,1,"Водка"
"2725",37.5,2,"Пиво"
"2726",37.5,2,"Коньяк или виски"
"2727",34.5,1,"Пиво"
"2728",30.5,2,"Пиво"
"2729",30.5,2,"Коньяк или виски"
"2730",66,1,"Пиво"
"2731",66,1,"Вино"
"2732",64.5,2,"Водка"
"2733",64.5,2,"Самогон"
"2734",38,1,"Пиво"
"2735",41.5,1,"Пиво"
"2736",41.5,1,"Коньяк или виски"
"2737",45,2,"Пиво"
"2738",45,2,"Коньяк или виски"
"2739",39,1,"Пиво"
"2740",39,1,"Коньяк или виски"
"2741",23,2,"Пиво"
"2742",52,1,"Пиво"
"2743",52,1,"Водка"
"2744",49,2,"Коньяк или виски"
"2745",39.5,2,"Пиво"
"2746",49.5,1,"Водка"
"2747",33.5,2,"Коньяк или виски"
"2748",43,2,"Пиво"
"2749",43,2,"Водка"
"2750",26,1,"Пиво"
"2751",26,1,"Водка"
"2752",30,1,"Пиво"
"2753",64,2,"Самогон"
"2754",44.5,1,"Пиво"
"2755",44.5,1,"Водка"
"2756",53.5,2,"Водка"
"2757",27.5,2,"Пиво"
"2758",34,2,"Водка"
"2759",44.5,1,"Пиво"
"2760",52,1,"Пиво"
"2761",52,1,"Самогон"
"2762",71,1,"Пиво"
"2763",71,1,"Вино"
"2764",69,1,"Пиво"
"2765",69,1,"Коньяк или виски"
"2766",56.5,1,"Пиво"
"2767",56.5,1,"Водка"
"2768",32,1,"Пиво"
"2769",36.5,1,"Пиво"
"2770",36.5,1,"Водка"
"2771",52,1,"Пиво"
"2772",42.5,2,"Пиво"
"2773",39.5,2,"Коньяк или виски"
"2774",35.5,2,"Пиво"
"2775",50,1,"Пиво"
"2776",50,1,"Коньяк или виски"
"2777",52.5,1,"Пиво"
"2778",47,1,"Пиво"
"2779",47,1,"Водка"
"2780",39,1,"Пиво"
"2781",38.5,2,"Пиво"
"2782",43,2,"Мартини или вермут"
"2783",54.5,1,"Пиво"
"2784",54.5,1,"Коньяк или виски"
"2785",46,2,"Пиво"
"2786",35.5,1,"Пиво"
"2787",47,1,"Пиво"
"2788",45,2,"Коньяк или виски"
"2789",59,1,"Пиво"
"2790",59,1,"Коньяк или виски"
"2791",34.5,1,"Пиво"
"2792",34.5,1,"Водка"
"2793",49,2,"Мартини или вермут"
"2794",66,1,"Пиво"
"2795",66,1,"Водка"
"2796",40,1,"Пиво"
"2797",40,1,"Коньяк или виски"
"2798",40,1,"Водка"
"2799",43,1,"Пиво"
"2800",43,1,"Водка"
"2801",47,1,"Пиво"
"2802",47,1,"Коньяк или виски"
"2803",47,1,"Водка"
"2804",65,1,"Пиво"
"2805",55.5,2,"Пиво"
"2806",41.5,1,"Коньяк или виски"
"2807",29.5,1,"Пиво"
"2808",33,1,"Пиво"
"2809",84.5,1,"Водка"
"2810",84.5,1,"Мартини или вермут"
"2811",65,2,"Водка"
"2812",42,1,"Водка"
"2813",58.5,1,"Водка"
"2814",47,2,"Коктейли"
"2815",47,2,"Пиво"
"2816",47,2,"Вино"
"2817",38.5,1,"Пиво"
"2818",38.5,1,"Водка"
"2819",38.5,1,"Вино"
"2820",30.5,1,"Пиво"
"2821",36,2,"Пиво"
"2822",60,2,"Коньяк или виски"
"2823",43.5,2,"Коньяк или виски"
"2824",23,1,"Коньяк или виски"
"2825",56.5,1,"Пиво"
"2826",56.5,1,"Коньяк или виски"
"2827",56.5,1,"Водка"
"2828",43,2,"Коктейли"
"2829",22,1,"Коктейли"
"2830",38.5,2,"Пиво"
"2831",43.5,1,"Водка"
"2832",34,2,"Пиво"
"2833",58.5,1,"Пиво"
"2834",58.5,1,"Водка"
"2835",48,1,"Пиво"
"2836",48,1,"Водка"
"2837",41,1,"Пиво"
"2838",41,1,"Водка"
"2839",46,2,"Пиво"
"2840",29.5,1,"Пиво"
"2841",29.5,1,"Водка"
"2842",18,2,"Коктейли"
"2843",48.5,1,"Мартини или вермут"
"2844",67,1,"Пиво"
"2845",57.5,1,"Пиво"
"2846",57.5,1,"Водка"
"2847",59.5,1,"Пиво"
"2848",59.5,1,"Самогон"
"2849",57,2,"Пиво"
"2850",24,1,"Пиво"
"2851",22,1,"Пиво"
"2852",58.5,1,"Пиво"
"2853",58.5,1,"Водка"
"2854",58.5,1,"Самогон"
"2855",55.5,2,"Пиво"
"2856",55.5,2,"Водка"
"2857",32.5,2,"Пиво"
"2858",37,1,"Пиво"
"2859",46,1,"Пиво"
"2860",46,1,"Водка"
"2861",33.5,2,"Пиво"
"2862",64.5,1,"Коньяк или виски"
"2863",38,1,"Пиво"
"2864",38,1,"Коньяк или виски"
"2865",50,1,"Пиво"
"2866",38.5,1,"Пиво"
"2867",38.5,1,"Водка"
"2868",60.5,1,"Пиво"
"2869",60.5,1,"Водка"
"2870",40.5,1,"Пиво"
"2871",40.5,1,"Коньяк или виски"
"2872",34.5,1,"Пиво"
"2873",57,1,"Водка"
"2874",57,1,"Самогон"
"2875",39,1,"Пиво"
"2876",44,2,"Пиво"
"2877",50,1,"Самогон"
"2878",45.5,1,"Пиво"
"2879",45.5,1,"Самогон"
"2880",39,1,"Пиво"
"2881",42,1,"Коньяк или виски"
"2882",37.5,2,"Коньяк или виски"
"2883",47,2,"Водка"
"2884",47,2,"Водка"
"2885",47,2,"Самогон"
"2886",50,1,"Пиво"
"2887",50,1,"Водка"
"2888",38.5,2,"Мартини или вермут"
"2889",44,2,"Пиво"
"2890",44,2,"Коньяк или виски"
"2891",44,2,"Самогон"
"2892",44,2,"Вино"
"2893",48,1,"Пиво"
"2894",48,1,"Коньяк или виски"
"2895",48,1,"Водка"
"2896",48,1,"Самогон"
"2897",20.5,1,"Коктейли"
"2898",20.5,1,"Пиво"
"2899",20.5,1,"Коньяк или виски"
"2900",34.5,1,"Пиво"
"2901",39,2,"Вино"
"2902",64.5,2,"Вино"
"2903",66,2,"Пиво"
"2904",66,2,"Самогон"
"2905",66,2,"Вино"
"2906",70,1,"Пиво"
"2907",70,1,"Самогон"
"2908",70,1,"Вино"
"2909",39.5,1,"Пиво"
"2910",27,1,"Пиво"
"2911",32,1,"Пиво"
"2912",32,1,"Коньяк или виски"
"2913",31,2,"Коктейли"
"2914",31,2,"Пиво"
"2915",58.5,1,"Водка"
"2916",58.5,1,"Самогон"
"2917",58.5,1,"Вино"
"2918",58.5,2,"Вино"
"2919",35,1,"Пиво"
"2920",35,1,"Водка"
"2921",46,1,"Пиво"
"2922",52,1,"Пиво"
"2923",52,1,"Водка"
"2924",77.5,1,"Вино"
"2925",40,2,"Пиво"
"2926",39.5,1,"Водка"
"2927",74.5,1,"Водка"
"2928",61,2,"Пиво"
"2929",61,2,"Коньяк или виски"
"2930",63,1,"Пиво"
"2931",63,1,"Коньяк или виски"
"2932",64.5,1,"Пиво"
"2933",64.5,1,"Водка"
"2934",60.5,2,"Водка"
"2935",43,1,"Пиво"
"2936",43,1,"Коньяк или виски"
"2937",57.5,2,"Мартини или вермут"
"2938",37,2,"Мартини или вермут"
"2939",38,1,"Водка"
"2940",38,1,"Мартини или вермут"
"2941",39.5,2,"Коньяк или виски"
"2942",39.5,2,"Мартини или вермут"
"2943",37.5,1,"Пиво"
"2944",37.5,1,"Коньяк или виски"
"2945",40,2,"Водка"
"2946",40,2,"Самогон"
"2947",51,2,"Пиво"
"2948",33.5,1,"Пиво"
"2949",33.5,1,"Самогон"
"2950",37.5,2,"Пиво"
"2951",34,1,"Пиво"
"2952",34,1,"Водка"
"2953",46.5,1,"Пиво"
"2954",46.5,1,"Водка"
"2955",46.5,1,"Самогон"
"2956",46.5,1,"Мартини или вермут"
"2957",44,1,"Пиво"
"2958",50,2,"Пиво"
"2959",50,2,"Коньяк или виски"
"2960",50,2,"Мартини или вермут"
"2961",48,1,"Пиво"
"2962",48,1,"Коньяк или виски"
"2963",48,1,"Водка"
"2964",40,1,"Пиво"
"2965",40,1,"Коньяк или виски"
"2966",40,1,"Водка"
"2967",54,1,"Пиво"
"2968",54,1,"Самогон"
"2969",50.5,2,"Пиво"
"2970",50.5,2,"Самогон"
"2971",50.5,2,"Вино"
"2972",83,2,"Водка"
"2973",84.5,1,"Водка"
"2974",56,1,"Пиво"
"2975",33,1,"Пиво"
"2976",33,1,"Водка"
"2977",42,1,"Пиво"
"2978",49.5,2,"Пиво"
"2979",49.5,2,"Мартини или вермут"
"2980",48.5,2,"Мартини или вермут"
"2981",50.5,1,"Пиво"
"2982",50.5,1,"Водка"
"2983",24,1,"Коньяк или виски"
"2984",51,1,"Пиво"
"2985",63.5,1,"Пиво"
"2986",63,2,"Коктейли"
"2987",63,2,"Пиво"
"2988",63,2,"Коньяк или виски"
"2989",63,2,"Водка"
"2990",33,1,"Пиво"
"2991",33,1,"Коньяк или виски"
"2992",25.5,2,"Пиво"
"2993",25.5,1,"Пиво"
"2994",25.5,1,"Коньяк или виски"
"2995",64.5,2,"Пиво"
"2996",64.5,2,"Коньяк или виски"
"2997",46,1,"Пиво"
"2998",45,1,"Пиво"
"2999",45,1,"Самогон"
"3000",59,1,"Коньяк или виски"
"3001",59,1,"Водка"
"3002",36.5,2,"Мартини или вермут"
"3003",51,1,"Пиво"
"3004",51,1,"Водка"
"3005",32.5,2,"Вино"
"3006",39,1,"Коньяк или виски"
"3007",39,1,"Пиво"
"3008",35,1,"Пиво"
"3009",35,1,"Водка"
"3010",35,1,"Самогон"
"3011",58.5,1,"Пиво"
"3012",58.5,1,"Водка"
"3013",58.5,1,"Самогон"
"3014",58,2,"Пиво"
"3015",58,2,"Водка"
"3016",58,2,"Самогон"
"3017",65.5,2,"Самогон"
"3018",69.5,1,"Самогон"
"3019",43,1,"Пиво"
"3020",43,1,"Водка"
"3021",54,2,"Вино"
"3022",39.5,1,"Пиво"
"3023",60,2,"Пиво"
"3024",60,2,"Мартини или вермут"
"3025",54.5,1,"Пиво"
"3026",54.5,1,"Коньяк или виски"
"3027",54.5,1,"Водка"
"3028",43.5,2,"Коньяк или виски"
"3029",45,1,"Пиво"
"3030",45,1,"Коньяк или виски"
"3031",76,2,"Пиво"
"3032",76,2,"Коньяк или виски"
"3033",63.5,2,"Пиво"
"3034",63.5,2,"Водка"
"3035",48,2,"Пиво"
"3036",48,2,"Самогон"
"3037",60,1,"Пиво"
"3038",60,1,"Водка"
"3039",60,1,"Самогон"
"3040",42,1,"Пиво"
"3041",62,1,"Водка"
"3042",45,1,"Пиво"
"3043",45,1,"Водка"
"3044",51,1,"Самогон"
"3045",72,2,"Вино"
"3046",39,1,"Водка"
"3047",39,1,"Мартини или вермут"
"3048",36.5,2,"Пиво"
"3049",34.5,1,"Пиво"
"3050",34.5,1,"Коньяк или виски"
"3051",57.5,2,"Водка"
"3052",62.5,1,"Пиво"
"3053",62.5,1,"Водка"
"3054",28.5,1,"Пиво"
"3055",28.5,1,"Коньяк или виски"
"3056",49,2,"Пиво"
"3057",49,2,"Мартини или вермут"
"3058",72.5,1,"Пиво"
"3059",72.5,1,"Коньяк или виски"
"3060",49.5,1,"Пиво"
"3061",34.5,1,"Пиво"
"3062",36.5,1,"Пиво"
"3063",36.5,1,"Водка"
"3064",64,1,"Самогон"
"3065",73.5,2,"Самогон"
"3066",37,1,"Коктейли"
"3067",37,1,"Пиво"
"3068",37,1,"Коньяк или виски"
"3069",37,1,"Водка"
"3070",50,1,"Пиво"
"3071",50,1,"Водка"
"3072",44.5,1,"Пиво"
"3073",44.5,1,"Водка"
"3074",38,1,"Коньяк или виски"
"3075",38,1,"Водка"
"3076",51,1,"Пиво"
"3077",51,1,"Водка"
"3078",33,1,"Пиво"
"3079",33,1,"Коньяк или виски"
"3080",22,1,"Пиво"
"3081",22,1,"Водка"
"3082",50.5,2,"Пиво"
"3083",25,2,"Коктейли"
"3084",25,2,"Пиво"
"3085",40.5,2,"Пиво"
"3086",40.5,2,"Коньяк или виски"
"3087",29.5,1,"Пиво"
"3088",29.5,1,"Водка"
"3089",29.5,1,"Мартини или вермут"
"3090",49,1,"Пиво"
"3091",48,2,"Пиво"
"3092",50,1,"Пиво"
"3093",44,2,"Пиво"
"3094",44,2,"Водка"
"3095",34,1,"Пиво"
"3096",34,1,"Коньяк или виски"
"3097",35.5,1,"Коктейли"
"3098",35.5,1,"Пиво"
"3099",35.5,1,"Коньяк или виски"
"3100",35.5,1,"Водка"
"3101",35.5,1,"Вино"
"3102",61.5,1,"Водка"
"3103",35,1,"Пиво"
"3104",35,1,"Водка"
"3105",49,2,"Пиво"
"3106",53.5,2,"Пиво"
"3107",53.5,2,"Мартини или вермут"
"3108",24,2,"Мартини или вермут"
"3109",52.5,2,"Водка"
"3110",36.5,1,"Пиво"
"3111",36.5,1,"Водка"
"3112",44,1,"Пиво"
"3113",55,1,"Пиво"
"3114",27.5,1,"Пиво"
"3115",20.5,1,"Коктейли"
"3116",20.5,1,"Пиво"
"3117",20.5,1,"Коньяк или виски"
"3118",27,2,"Коктейли"
"3119",27,2,"Пиво"
"3120",27,2,"Коньяк или виски"
"3121",27,2,"Мартини или вермут"
"3122",47,2,"Коньяк или виски"
"3123",47,2,"Водка"
"3124",47,2,"Самогон"
"3125",54,1,"Пиво"
"3126",54,1,"Коньяк или виски"
"3127",50,1,"Водка"
"3128",44.5,1,"Пиво"
"3129",43.5,1,"Коньяк или виски"
"3130",48,1,"Коньяк или виски"
"3131",48,1,"Водка"
"3132",60.5,1,"Коньяк или виски"
"3133",60.5,1,"Водка"
"3134",54.5,1,"Пиво"
"3135",54.5,1,"Коньяк или виски"
"3136",54.5,1,"Мартини или вермут"
"3137",42.5,1,"Пиво"
"3138",42.5,1,"Коньяк или виски"
"3139",32.5,2,"Коктейли"
"3140",32.5,2,"Пиво"
"3141",44.5,1,"Пиво"
"3142",44.5,1,"Водка"
"3143",44.5,1,"Самогон"
"3144",44.5,1,"Мартини или вермут"
"3145",62.5,1,"Пиво"
"3146",53.5,1,"Водка"
"3147",36.5,1,"Водка"
"3148",61,2,"Водка"
"3149",62,1,"Пиво"
"3150",62,1,"Коньяк или виски"
"3151",62,1,"Водка"
"3152",33,2,"Коньяк или виски"
"3153",35,1,"Пиво"
"3154",35,1,"Водка"
"3155",57.5,1,"Пиво"
"3156",57.5,1,"Самогон"
"3157",59,2,"Самогон"
"3158",64,1,"Пиво"
"3159",40,1,"Пиво"
"3160",53,1,"Пиво"
"3161",53,1,"Водка"
"3162",31,2,"Пиво"
"3163",38,1,"Пиво"
"3164",41,1,"Пиво"
"3165",40,2,"Пиво"
"3166",52,1,"Самогон"
"3167",31.5,1,"Пиво"
"3168",31.5,1,"Коньяк или виски"
"3169",38,1,"Водка"
"3170",62.5,1,"Водка"
"3171",32,1,"Пиво"
"3172",32,1,"Водка"
"3173",53,2,"Пиво"
"3174",53,2,"Вино"
"3175",28.5,2,"Пиво"
"3176",44,1,"Коньяк или виски"
"3177",22,2,"Пиво"
"3178",22,2,"Мартини или вермут"
"3179",39,1,"Пиво"
"3180",39,1,"Коньяк или виски"
"3181",39,1,"Водка"
"3182",60.5,2,"Пиво"
"3183",60.5,2,"Коньяк или виски"
"3184",60.5,2,"Водка"
"3185",35,1,"Пиво"
"3186",35,1,"Коньяк или виски"
"3187",38.5,1,"Пиво"
"3188",38.5,1,"Водка"
"3189",38.5,2,"Коктейли"
"3190",38.5,2,"Пиво"
"3191",35.5,1,"Мартини или вермут"
"3192",41.5,1,"Пиво"
"3193",41.5,1,"Коньяк или виски"
"3194",41.5,1,"Водка"
"3195",35.5,1,"Пиво"
"3196",35.5,1,"Коньяк или виски"
"3197",33.5,2,"Пиво"
"3198",37.5,1,"Пиво"
"3199",37.5,1,"Водка"
"3200",34,1,"Пиво"
"3201",34,1,"Коньяк или виски"
"3202",37.5,1,"Пиво"
"3203",37.5,1,"Самогон"
"3204",34.5,1,"Коньяк или виски"
"3205",37.5,1,"Коньяк или виски"
"3206",49.5,2,"Пиво"
"3207",36,2,"Пиво"
"3208",42.5,2,"Пиво"
"3209",42.5,2,"Водка"
"3210",39.5,2,"Пиво"
"3211",52,1,"Коктейли"
"3212",40.5,2,"Пиво"
"3213",51,1,"Пиво"
"3214",51,1,"Водка"
"3215",41,1,"Пиво"
"3216",45,2,"Коньяк или виски"
"3217",45,1,"Пиво"
"3218",45,1,"Коньяк или виски"
"3219",57,1,"Пиво"
"3220",43,2,"Пиво"
"3221",43,2,"Водка"
"3222",23,1,"Пиво"
"3223",47.5,1,"Самогон"
"3224",34.5,1,"Пиво"
"3225",34.5,1,"Коньяк или виски"
"3226",31.5,2,"Коктейли"
"3227",40,2,"Пиво"
"3228",40,2,"Мартини или вермут"
"3229",42.5,1,"Пиво"
"3230",42.5,1,"Водка"
"3231",33.5,1,"Пиво"
"3232",33.5,1,"Самогон"
"3233",36,1,"Пиво"
"3234",36,1,"Водка"
"3235",36,2,"Пиво"
"3236",36,2,"Водка"
"3237",36.5,1,"Водка"
"3238",53.5,2,"Водка"
"3239",53.5,2,"Самогон"
"3240",53.5,2,"Мартини или вермут"
"3241",34.5,2,"Пиво"
"3242",36.5,1,"Водка"
"3243",43.5,2,"Водка"
"3244",46.5,1,"Коньяк или виски"
"3245",46.5,1,"Водка"
"3246",27.5,2,"Коктейли"
"3247",27.5,2,"Коньяк или виски"
"3248",36.5,2,"Коньяк или виски"
"3249",30,1,"Пиво"
"3250",30,1,"Коньяк или виски"
"3251",30,1,"Водка"
"3252",47.5,1,"Пиво"
"3253",47.5,1,"Водка"
"3254",74,2,"Коньяк или виски"
"3255",36.5,1,"Пиво"
"3256",36.5,1,"Водка"
"3257",42.5,1,"Пиво"
"3258",42.5,1,"Водка"
"3259",34.5,1,"Пиво"
"3260",40.5,2,"Вино"
"3261",31.5,1,"Пиво"
"3262",31.5,1,"Водка"
"3263",31.5,1,"Вино"
"3264",48.5,2,"Пиво"
"3265",48.5,2,"Вино"
"3266",44.5,1,"Пиво"
"3267",44.5,1,"Коньяк или виски"
"3268",72.5,2,"Коньяк или виски"
"3269",48.5,1,"Самогон"
"3270",47.5,2,"Коньяк или виски"
"3271",58,2,"Коньяк или виски"
"3272",35.5,2,"Пиво"
"3273",50.5,2,"Вино"
"3274",36,1,"Пиво"
"3275",37.5,1,"Пиво"
"3276",37.5,1,"Коньяк или виски"
"3277",37.5,1,"Водка"
"3278",40,2,"Пиво"
"3279",40,2,"Вино"
"3280",44,1,"Пиво"
"3281",44,1,"Коньяк или виски"
"3282",44,1,"Водка"
"3283",44,1,"Самогон"
"3284",43.5,2,"Вино"
"3285",23,2,"Пиво"
"3286",50.5,1,"Пиво"
"3287",50.5,1,"Водка"
"3288",46.5,2,"Пиво"
"3289",46.5,2,"Коньяк или виски"
"3290",34.5,1,"Пиво"
"3291",34.5,1,"Водка"
"3292",34.5,1,"Самогон"
"3293",57.5,2,"Пиво"
"3294",57.5,2,"Коньяк или виски"
"3295",57.5,2,"Водка"
"3296",39,1,"Пиво"
"3297",78,1,"Водка"
"3298",30,1,"Пиво"
"3299",46,1,"Пиво"
"3300",63.5,1,"Пиво"
"3301",41.5,2,"Пиво"
"3302",49.5,2,"Пиво"
"3303",58.5,1,"Пиво"
"3304",58.5,1,"Водка"
"3305",58.5,1,"Самогон"
"3306",37.5,2,"Пиво"
"3307",37.5,2,"Водка"
"3308",35,2,"Пиво"
"3309",33.5,1,"Пиво"
"3310",45,1,"Пиво"
"3311",62.5,1,"Водка"
"3312",32.5,1,"Водка"
"3313",31,1,"Пиво"
"3314",31,1,"Водка"
"3315",37,1,"Водка"
"3316",26,1,"Коньяк или виски"
"3317",51.5,2,"Пиво"
"3318",55,1,"Коктейли"
"3319",55,1,"Вино"
"3320",24.5,1,"Коктейли"
"3321",24.5,1,"Пиво"
"3322",24.5,1,"Коньяк или виски"
"3323",51,1,"Пиво"
"3324",51,1,"Водка"
"3325",48.5,1,"Водка"
"3326",56,2,"Водка"
"3327",66,2,"Водка"
"3328",66.5,1,"Пиво"
"3329",66.5,1,"Водка"
"3330",49,1,"Пиво"
"3331",36,2,"Пиво"
"3332",45.5,1,"Пиво"
"3333",57.5,2,"Пиво"
"3334",57.5,2,"Мартини или вермут"
"3335",50.5,1,"Пиво"
"3336",38,2,"Пиво"
"3337",52.5,1,"Коньяк или виски"
"3338",52.5,1,"Водка"
"3339",21,2,"Пиво"
"3340",36,1,"Водка"
"3341",57.5,2,"Пиво"
"3342",57.5,2,"Водка"
"3343",60,1,"Пиво"
"3344",60,1,"Водка"
"3345",60,1,"Самогон"
"3346",37.5,2,"Пиво"
"3347",59.5,1,"Водка"
"3348",39.5,2,"Коньяк или виски"
"3349",39.5,2,"Вино"
"3350",39,1,"Пиво"
"3351",39,1,"Коньяк или виски"
"3352",39,1,"Вино"
"3353",19.5,2,"Пиво"
"3354",37,1,"Пиво"
"3355",63,1,"Пиво"
"3356",58,2,"Пиво"
"3357",38.5,2,"Пиво"
"3358",38.5,2,"Коньяк или виски"
"3359",38.5,2,"Мартини или вермут"
"3360",35.5,1,"Пиво"
"3361",35.5,1,"Коньяк или виски"
"3362",35.5,1,"Водка"
"3363",47.5,2,"Пиво"
"3364",47.5,2,"Коньяк или виски"
"3365",47.5,2,"Мартини или вермут"
"3366",21,1,"Пиво"
"3367",58.5,1,"Водка"
"3368",33,1,"Водка"
"3369",19.5,2,"Пиво"
"3370",39,1,"Пиво"
"3371",39,1,"Водка"
"3372",39,1,"Самогон"
"3373",66.5,1,"Пиво"
"3374",31.5,1,"Пиво"
"3375",42.5,1,"Водка"
"3376",54.5,1,"Самогон"
"3377",39.5,1,"Пиво"
"3378",34,2,"Пиво"
"3379",24.5,2,"Пиво"
"3380",29,1,"Пиво"
"3381",35.5,2,"Пиво"
"3382",37,1,"Пиво"
"3383",37,1,"Водка"
"3384",39,1,"Пиво"
"3385",39,1,"Водка"
"3386",51,1,"Коньяк или виски"
"3387",28.5,1,"Пиво"
"3388",28.5,1,"Коньяк или виски"
"3389",47.5,1,"Водка"
"3390",48,2,"Пиво"
"3391",69.5,1,"Водка"
"3392",41,1,"Пиво"
"3393",35.5,2,"Пиво"
"3394",35.5,2,"Мартини или вермут"
"3395",37,1,"Пиво"
"3396",37,1,"Водка"
"3397",37,1,"Мартини или вермут"
"3398",40.5,2,"Пиво"
"3399",41,2,"Пиво"
"3400",18,2,"Пиво"
"3401",48,2,"Коньяк или виски"
"3402",67,2,"Мартини или вермут"
"3403",35,2,"Пиво"
"3404",35.5,1,"Пиво"
"3405",35.5,1,"Коньяк или виски"
"3406",38.5,2,"Пиво"
"3407",38.5,2,"Коктейли"
"3408",36,2,"Пиво"
"3409",25.5,1,"Пиво"
"3410",38.5,1,"Коньяк или виски"
"3411",67,1,"Водка"
"3412",40.5,2,"Водка"
"3413",57,2,"Вино"
"3414",36,2,"Мартини или вермут"
"3415",34,1,"Пиво"
"3416",45,1,"Пиво"
"3417",45,1,"Коньяк или виски"
"3418",41.5,1,"Пиво"
"3419",41.5,1,"Коньяк или виски"
"3420",42,1,"Пиво"
"3421",42,1,"Водка"
"3422",60.5,2,"Вино"
"3423",48,1,"Водка"
"3424",34,1,"Пиво"
"3425",32.5,1,"Пиво"
"3426",32.5,1,"Водка"
"3427",75.5,1,"Водка"
"3428",75.5,1,"Самогон"
"3429",74,2,"Коньяк или виски"
"3430",62.5,2,"Коньяк или виски"
"3431",47.5,1,"Пиво"
"3432",47.5,1,"Водка"
"3433",47.5,1,"Самогон"
"3434",42,1,"Пиво"
