"year","make","model","trim","body","transmission","vin","state","condition","odometer","color","interior","seller","mmr","sellingprice","saledate"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn2aw141935","md","3",98107,"silver","black","sheehy ford lincoln of gaithersburg","5100",5500,"Tue Dec 23 2014 09:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn2aw235698","sc","",117354,"blue","black","southern auto mart inc","4650",4800,"Thu Dec 18 2014 10:15:00 GMT-0800 (PST)"
"2010","Ford","Focus","SES","Sedan","automatic","1fahp3gn5aw154533","tn","1.9",33166,"red","black","us bank repos","8775",6300,"Wed Dec 17 2014 10:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SEL","Sedan","","1fahp3hnxaw157524","mi","",103138,"black","black","ford motor credit company,llc","6100",850,"Thu Dec 18 2014 13:10:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","manual","1fahp3fn4aw293974","nc","2.3",104746,"red","black","santander consumer","5125",3200,"Mon Dec 22 2014 09:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn1aw208492","oh","3",55798,"red","gray","wells fargo dealer services","7050",7300,"Tue Dec 23 2014 12:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn0aw144347","tx","2",49140,"silver","black","shamaley ford","7225",5000,"Tue Dec 30 2014 12:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn7aw145057","mi","1.9",96271,"black","black","santander consumer","5450",4200,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fnxaw210158","fl","2.1",93026,"black","black","regional acceptance corporation / greenville","5575",4300,"Thu Dec 18 2014 09:50:00 GMT-0800 (PST)"
"2010","Ford","Focus","SES","Sedan","automatic","1fahp3gn3aw165465","pa","2.5",65686,"red","black","ford motor credit company,llc","7400",5600,"Wed Jan 07 2015 09:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","","1fahp3fn9aw253907","nj","2.1",60710,"gray","black","holman ford lincoln","6825",5400,"Wed Jan 07 2015 09:30:00 GMT-0800 (PST)"
"2010","Ford","Focus","S","Sedan","manual","1fahp3en1aw214861","tx","2.3",75399,"blue","gray","caprock auto remarketing","5325",4000,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SE","Sedan","automatic","1fahp3fn6aw277372","il","2.8",31973,"gray","gray","ford motor credit company,llc","7875",8900,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2010","Ford","Focus","SEL","Sedan","automatic","1fahp3hn2aw251350","mi","4.6",76731,"white","gray","kevins marysville auto sales inc","7050",8500,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Sedan","automatic","1fahp35n69w215810","nc","2.6",121414,"red","black","green cap financial/dba lendmark financial/fayet","4225",3100,"Mon Dec 22 2014 09:30:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Sedan","automatic","1fahp35nx9w109327","ny","",76810,"red","gray","abs","5625",5750,"Thu Dec 18 2014 09:45:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Sedan","automatic","1fahp35n99w165209","tx","1",72258,"silver","black","american eagle bank","5875",1000,"Wed Jan 07 2015 12:30:00 GMT-0800 (PST)"
"2009","Ford","Focus","SES","Sedan","automatic","1fahp36n79w170214","oh","1.9",55920,"silver","tan","santander consumer","6575",5400,"Tue Jan 06 2015 04:00:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Coupe","manual","1fahp32n89w224271","tx","",118687,"red","gray","hiley mazda of hurst","3750",3100,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)"
"2009","Ford","Focus","SEL","Sedan","automatic","1fahp37n79w180482","mo","1.9",73078,"black","black","hendrick nissan kansas city","6850",5400,"Wed Jan 21 2015 02:30:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Sedan","automatic","1fahp35n79w220711","oh","4.2",70465,"blue","beige","wells fargo dealer services","5925",5600,"Tue Dec 23 2014 12:00:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Sedan","automatic","1fahp35n09w108817","nc","2.9",159801,"silver","gray","regional acceptance corporation / greenville","3300",2800,"Mon Jan 12 2015 09:30:00 GMT-0800 (PST)"
"2009","Ford","Focus","SES","Sedan","automatic","1fahp36n39w193764","ga","",88309,"black","beige","holcomb used cars inc","5225",6900,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2009","Ford","Focus","SE","Coupe","manual","1fahp32n39w201447","nj","1.9",56989,"black","black","holman ford lincoln turnersville","6325",3300,"Wed Jan 07 2015 01:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n68w221282","nc","4",61314,"blue","tan","chrysler capital","6200",6200,"Mon Dec 29 2014 09:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n78w110689","mi","",112581,"silver","gray","macs auto & equipment sales inc","4275",4200,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n18w103429","nv","",110711,"blue","—","gaudin motor co","4350",3200,"Thu Dec 18 2014 11:45:00 GMT-0800 (PST)"
"2008","Ford","Focus","S","Sedan","automatic","1fahp34n08w183131","mi","",85481,"silver","gray","suburban infiniti inc","4175",3000,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n98w236133","tx","3.2",84260,"white","tan","dt credit corporation","5250",5400,"Tue Dec 23 2014 10:10:00 GMT-0800 (PST)"
"2008","Ford","Focus","SES","Sedan","automatic","1fahp35nx8w221298","fl","",92658,"black","gray","the auto site inc","4250",4000,"Fri Dec 19 2014 09:25:00 GMT-0800 (PST)"
"2008","Ford","Focus","S","Coupe","automatic","1fahp32nx8w233875","az","",117090,"gray","gray","bill luke chrysler jeep and dodge inc","3425",3000,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Coupe","automatic","1fahp33n28w122980","nc","1.9",113142,"red","gray","regional acceptance corporation / greenville","3600",2300,"Mon Dec 22 2014 09:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n78w236082","tx","",97563,"red","—","all american chev of san angelo","4775",5600,"Fri Dec 19 2014 10:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n18w288307","az","",77307,"blue","gray","yates buick gmc inc","5450",6800,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SES","Sedan","automatic","1fahp35n68w129797","tx","2.2",123059,"red","gray","lobel financial corp","3450",4000,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n28w284556","mo","1.9",103555,"blue","tan","electro savings credit union","4650",4600,"Tue Jan 06 2015 11:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n78w115116","mi","5",111386,"silver","black","kevins marysville auto sales inc","4325",4950,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","S","Coupe","automatic","1fahp32n78w170797","az","",67741,"beige","beige","chase automotive","4400",4800,"Thu Dec 18 2014 11:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SES","Sedan","automatic","1fahp35n78w214048","oh","2.6",68595,"black","black","wells fargo dealer services","5050",5500,"Tue Dec 23 2014 12:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SES","Sedan","automatic","1fahp35n38w174454","il","2.3",165349,"blue","tan","wells fargo financial acceptance","2350",2300,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n38w266275","il","2.3",144442,"black","black","remarketing by ge/turner acceptance corp","3075",2700,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n98w165810","il","",81202,"silver","—","primo motor cars","5450",5400,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SES","Sedan","automatic","1fahp35n78w155339","ga","",141971,"blue","black","holcomb used cars inc","2950",3900,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","S","Coupe","","1fahp32n38w186754","ca","",89642,"red","—","dorado motors","3950",3900,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2008","Ford","Focus","SES","Sedan","automatic","1fahp35n68w137799","mi","3.9",105041,"red","gray","jpmorgan chase bank,n.a.","3925",4200,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2008","Ford","Focus","SE","Sedan","automatic","1fahp35n98w229358","fl","3.3",93155,"blue","black","pompano ford lincoln mercury","4925",5800,"Fri Dec 19 2014 09:35:00 GMT-0800 (PST)"
"2008","Ford","Focus","SES","Sedan","","1fahp35n98w188777","va","",67453,"black","—","ourismans rockmont chevrolet","4925",4800,"Thu Dec 18 2014 09:35:00 GMT-0800 (PST)"
"2008","Ford","Focus","SES","Sedan","automatic","1fahp35n38w183509","mi","2.8",121491,"blue","black","santander consumer","3500",3500,"Thu Dec 18 2014 09:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k29el302931","tx","4.1",15598,"—","black","avis budget group","12650",12500,"Tue Dec 23 2014 10:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el296319","mo","4",16621,"red","gray","avis budget group","12550",12600,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f22el212093","az","3.8",32531,"silver","black","avis corporation","11800",11900,"Thu Feb 12 2015 03:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el281234","tx","1",434,"silver","black","remarketing by ge/datcu credit union","13350",4200,"Thu Dec 18 2014 14:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k27el302393","mo","4.3",24495,"gray","black","avis budget group","12450",12400,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k22el186696","ga","4.1",27448,"red","black","young motors llc","12400",11800,"Thu Jan 08 2015 10:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f28el286120","sc","4.5",15866,"blue","gray","primeritus remarketing/crescent bank & trust","12650",11600,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el325068","pa","",12568,"blue","—","fleet way leasing inc","12800",11300,"Fri Dec 19 2014 09:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","","1fadp3k22el319196","pa","4.3",5953,"—","black","prestige auto imports inc","13050",12700,"Fri Dec 19 2014 09:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k21el327807","nc","",9971,"red","gray","avis rac/damage/charlotte","12900",7000,"Tue Dec 23 2014 08:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f27el165918","fl","4.6",9100,"—","gray","ford motor credit company,llc","12950",13100,"Thu Dec 18 2014 09:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f26el283183","mi","",14138,"gray","black","avis rent a car/pv holding","12750",8900,"Thu Dec 18 2014 13:10:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xel300816","nj","2",19021,"gray","gray","enterprise vehicle exchange / tra / rental / tulsa","12750",7550,"Wed Jan 28 2015 02:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","","1fadp3k28el365079","ab","5",3845,"gray","black","cold lake ford","13500",13500,"Thu Dec 18 2014 11:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xel302372","mi","4.8",11797,"white","beige","avis budget group","12950",13100,"Thu Jan 22 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f25el230362","ca","4.8",10066,"gray","black","ford motor credit company,llc","12750",12100,"Thu Jan 15 2015 04:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el304432","nj","3.8",11641,"silver","black","ford motor credit company,llc","12650",11800,"Wed Jan 07 2015 09:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k20el333632","pa","",3013,"gray","—","auto progress inc","13150",12700,"Fri Dec 19 2014 09:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k29el302704","mo","4.8",17543,"gray","gray","avis budget group","12650",12600,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","","1fadp3f26el306980","pa","3.6",16293,"blue","black","avis budget group","12650",12000,"Fri Dec 19 2014 09:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k21el307265","tx","3.7",16018,"—","gray","avis budget group","12750",12500,"Thu Dec 18 2014 10:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f25el161558","tx","2.7",10138,"—","gray","ford motor credit company,llc","12900",12300,"Thu Dec 18 2014 10:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k27el230479","ca","4.3",12983,"silver","gray","ford motor credit company,llc","12850",12400,"Thu Jan 08 2015 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f2xel280271","il","4.8",5044,"black","gray","ford motor credit company,llc","13100",13200,"Thu Jan 08 2015 10:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k26el296862","mo","4.9",22132,"blue","black","avis budget group","12500",13100,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f22el291815","tn","4.7",6523,"red","gray","us bank repos","13050",12700,"Wed Dec 17 2014 10:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","manual","1fadp3f24el118572","nv","3.5",16210,"white","tan","findlay motor company","12650",11000,"Fri Jan 09 2015 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f20el283910","mo","5",9766,"gray","black","avis budget group","12850",12900,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xel283743","mo","3.9",16436,"black","black","avis budget group","12700",12100,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k24el278327","mn","3.9",20325,"—","black","avis budget group","12600",12000,"Wed Jan 07 2015 10:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k23el296432","va","",12385,"gray","black","avis rac system/pv holding corp","12850",6000,"Thu Dec 18 2014 11:50:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k28el177520","va","",31213,"silver","black","avis rac system/pv holding corp","12150",7300,"Thu Dec 18 2014 11:50:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k2xel263816","tx","3.6",17541,"—","gray","ford motor credit company,llc","12700",12000,"Thu Dec 18 2014 10:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f20el307400","fl","4.3",22078,"—","gray","avis budget group","12350",11700,"Thu Dec 18 2014 09:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k20el302980","il","3.9",15493,"gray","black","avis budget group","12750",12200,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el152401","va","4.2",16810,"black","gray","jpmorgan chase bank,n.a.","12550",12300,"Thu Jan 15 2015 01:20:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f22el192461","il","3.7",11223,"silver","black","fifth third bank","12850",11200,"Thu Jan 08 2015 10:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f2xel302267","mn","4.9",14518,"red","beige","avis budget group","12500",12500,"Wed Jan 07 2015 10:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f25el296829","mo","4.4",21585,"red","black","avis budget group","12350",12500,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","","1fadp3f20el302732","ca","4.2",13403,"blue","gray","ford motor credit company","12650",12200,"Thu Jan 15 2015 04:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el177671","mo","3.8",32865,"silver","black","avis corporation","11600",12000,"Wed Dec 31 2014 10:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f20el276021","tx","2.9",10423,"black","—","remarketing services of el paso","12900",11100,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f22el307365","ny","3.8",16886,"black","black","ford motor credit company","12400",11400,"Wed Jan 07 2015 09:20:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k25el200249","tx","4.3",21723,"white","brown","enterprise vehicle exchange/hapeville","12450",5600,"Tue Dec 30 2014 00:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k26el271573","ca","4.3",4184,"white","black","ford motor credit company,llc","13100",13500,"Thu Jan 08 2015 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","manual","1fadp3f21el155630","pa","4.6",6073,"silver","gray","allegiance credit union","12900",10500,"Tue Jan 27 2015 01:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el287670","fl","3",13210,"silver","black","remarketing by ge/west financial acceptance","12750",11700,"Wed Jan 28 2015 01:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f22el140604","nv","3.9",33458,"silver","black","avis corporation","11900",13000,"Fri Jan 09 2015 12:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f22el283889","mo","4.1",24401,"red","brown","avis budget group","12200",12200,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f23el151353","az","3.8",33551,"red","black","avis corporation","12000",12500,"Thu Feb 05 2015 03:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k20el302638","mo","4.6",18972,"black","black","avis budget group","12600",12800,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f25el116104","oh","4.3",21503,"silver","gray","ford motor credit company,llc","12350",11300,"Tue Dec 23 2014 09:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k25el161906","az","4.7",19238,"silver","beige","jpmorgan chase bank,n.a.","12600",12500,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","","1fadp3f27el211523","pa","4.2",24203,"red","black","ford-lincoln dealer program","12300",11300,"Fri Dec 19 2014 09:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k22el283784","mo","3.3",17878,"—","gray","avis budget group","12650",11200,"Tue Dec 23 2014 10:30:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el345868","fl","2.6",8529,"black","gray","regional acceptance corporation / greenville","12950",10200,"Thu Dec 18 2014 09:50:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f29el296834","mo","4.4",16553,"red","gray","avis budget group","12550",12400,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k25el302876","tn","4.7",20163,"black","gray","avis budget group","12500",11400,"Wed Jan 08 2014 11:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Hatchback","automatic","1fadp3k27el302331","il","3.4",16035,"red","black","avis budget group","12750",11300,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)"
"2014","Ford","Focus","SE","Sedan","automatic","1fadp3f24el263661","oh","4.9",5477,"gray","black","ford motor credit company,llc","13000",12600,"Tue Dec 23 2014 09:00:00 GMT-0800 (PST)"
